City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Floresta,-8.6011,-38.5686,68.68,82,63,15.19,BR,1627962196
Tonantins,-2.8731,-67.8022,72.48,72,51,2.3,BR,1627962197
Hay River,60.8156,-115.7999,84.18,39,20,6.91,CA,1627962197
Río Bueno,-40.3167,-72.9667,44.74,98,96,2.91,CL,1627962197
Ambanja,-13.6833,48.45,67.93,89,3,3.09,MG,1627962198
Honolulu,21.3069,-157.8583,87.62,56,20,1.99,US,1627962102
Cabedelo,-6.9811,-34.8339,72.27,86,24,9.71,BR,1627962198
Port Augusta,-32.5,137.7667,59.14,41,40,20.04,AU,1627962198
Okhotsk,59.3833,143.3,59.22,60,100,11.63,RU,1627962199
Monzón,41.9108,0.1941,66.54,75,32,3.85,ES,1627962199
Glendive,47.1053,-104.7125,82.02,29,1,10.36,US,1627962199
Ingham,42.6,-84.3833,62.78,88,1,0,US,1627962200
Petrolina,-9.3986,-40.5008,69.85,78,0,9.22,BR,1627962200
Bella Union,-30.2752,-57.6007,45.12,75,0,6.02,UY,1627962200
Touros,-5.1989,-35.4608,72.5,88,14,15.32,BR,1627962200
Novobessergenevka,47.1847,38.8462,81.46,50,5,4.81,RU,1627962201
Grand Gaube,-20.0064,57.6608,67.37,67,0,5.5,MU,1627962201
Bengkulu,-3.8004,102.2655,84,66,50,4.72,ID,1627962201
De Aar,-30.6497,24.0123,42.6,44,0,3.6,ZA,1627962202
Arlit,18.7369,7.3853,88.54,39,98,2.28,NE,1627962202
Kayseri Province,38.737,35.4968,59.02,77,0,2.3,TR,1627962024
Purranque,-40.9167,-73.1667,49.66,99,95,2.1,CL,1627962202
Haapiti,-17.5667,-149.8667,78.53,69,40,12.24,PF,1627962203
Qaqortoq,60.7167,-46.0333,46.9,96,100,3.18,GL,1627962203
Muscat,23.6139,58.5922,89.62,60,47,2.39,OM,1627962037
Jining,35.405,116.5814,86.41,62,8,5.01,CN,1627962203
Maniitsoq,65.4167,-52.9,47.32,88,88,9.53,GL,1627962204
Areia Branca,-4.9561,-37.1369,74.73,75,32,10.25,BR,1627962204
Terra Santa,-2.1042,-56.4869,72.72,89,67,2.15,BR,1627962204
Bella Vista,36.4295,-94.2316,74.08,78,1,5.99,US,1627962205
Pokhara,28.2333,83.9833,79.25,84,82,4.34,NP,1627962205
Changping,40.2186,116.2197,82.04,65,99,7,CN,1627962205
Yeppoon,-23.1333,150.7333,80.38,52,0,12.71,AU,1627962205
Kandrian,-6.2167,149.55,76.64,94,100,7.7,PG,1627962206
Muros,42.7762,-9.0603,62.83,90,82,6.17,ES,1627962206
San Lorenzo,-25.3333,-57.5333,49.59,81,0,5.99,PY,1627962206
Ajdabiya,30.7554,20.2263,81.9,32,0,4.29,LY,1627962207
Noumea,-22.2763,166.4572,75.18,67,0,11.32,NC,1627962207
Port Keats,-14.25,129.55,87.49,46,100,10.02,AU,1627962207
Naryan-Mar,67.6713,53.087,57.9,71,23,5.21,RU,1627962207
Whitehorse,60.7161,-135.0538,59.77,94,90,13.8,CA,1627962208
Tulun,54.5611,100.5792,74.5,42,74,4.43,RU,1627962208
Laas,46.6166,10.7002,54.01,92,83,2.73,IT,1627962209
Sakakah,29.9697,40.2064,83.77,16,0,4.5,SA,1627962209
Tigil',57.8,158.6667,54.37,55,67,17,RU,1627962209
Tarko-Sale,64.9225,77.785,70.84,57,16,12.64,RU,1627962210
Dongsheng,39.8161,109.9776,61.59,71,100,15.93,CN,1627962210
Yulara,-25.2406,130.9889,58.84,41,0,10.36,AU,1627962210
Oktyabr'skiy,54.4815,53.471,81.37,36,25,6.04,RU,1627962210
Dwārka,22.2394,68.9678,82.96,81,100,21.88,IN,1627962211
Castelo Branco,39.8222,-7.4909,65.79,68,100,2.95,PT,1627962211
Prince Rupert,54.3161,-130.3201,64.09,76,75,5.75,CA,1627962211
Manjacaze,-24.7117,33.8828,61.57,85,9,4.63,MZ,1627962212
Vanimo,-2.6741,141.3028,84.83,77,54,8.25,PG,1627962212
Kupang,-10.1667,123.5833,88.38,58,20,12.66,ID,1627962212
Segezha,63.7415,34.3222,56.55,96,100,14.23,RU,1627962212
Poya,-21.35,165.15,74.43,51,0,8.7,NC,1627962213
Pangody,65.85,74.4859,69.49,55,54,9.55,RU,1627962213
Hong Kong,22.2855,114.1577,89.65,88,99,1.01,HK,1627962088
Aykhal,66,111.5,77.47,33,60,19.19,RU,1627962214
Hearst,49.6835,-83.6665,59.25,98,100,4.92,CA,1627962214
Bilma,18.6853,12.9164,89.08,30,0,11.95,NE,1627962214
Mikuni,36.2171,136.1519,87.71,92,100,4.79,JP,1627962214
Kuliyapitiya,7.4688,80.0401,82.08,74,99,8.88,LK,1627962215
Trakai,54.6333,24.9333,56.77,93,8,9.66,LT,1627962215
Calbe,51.9,11.7667,59.83,77,76,2.95,DE,1627962215
Poros,37.4994,23.4536,92.48,43,0,10.83,GR,1627962216
Birin,26.8865,88.0718,73.35,75,100,4.29,NP,1627962216
Chaplynka,46.3651,33.5403,76.8,75,7,5.21,UA,1627962216
Culebra,18.303,-65.301,81.19,76,7,13.62,PR,1627962217
Kungurtug,50.5994,97.5228,65.16,48,100,1.97,RU,1627962217
Egvekinot,66.3167,-179.1667,35.56,93,100,13.11,RU,1627962217
Manokwari,-0.8667,134.0833,83.05,75,26,7.81,ID,1627962035
Orlovka,44.6914,44.1744,79.29,52,0,3.98,RU,1627962217
Sinnamary,5.3833,-52.95,78.19,79,90,5.41,GF,1627962218
Shelburne,44.0787,-80.2041,60.57,66,6,7.2,CA,1627962218
Lagoa,39.05,-27.9833,71.28,93,59,6.89,PT,1627962219
San Marcos,33.1434,-117.1661,85.48,66,1,1.01,US,1627962012
Babstovo,48.1167,132.4833,81.61,60,92,6.26,RU,1627962219
Ribeirão Branco,-24.2208,-48.7656,50.32,97,46,4.18,BR,1627962219
Edd,13.9297,41.6925,88.57,65,96,6.24,ER,1627962219
Nago,26.5881,127.9761,87.96,84,83,20.51,JP,1627962220
Mīrābād,30.4362,61.8383,91.76,10,1,27.76,AF,1627962220
Westport,41.1415,-73.3579,73.54,85,75,1.99,US,1627962220
Te Anau,-45.4167,167.7167,44.96,79,68,2.64,NZ,1627962221
Half Moon Bay,37.4636,-122.4286,73.11,78,40,1.01,US,1627962221
Ekibastuz,51.6667,75.3667,77.9,40,48,11.52,KZ,1627962221
San Quintín,30.4833,-115.95,72.07,72,5,7.23,MX,1627962222
Sittwe,20.15,92.9,80.96,86,100,12.08,MM,1627962222
Bukachacha,52.9833,116.9167,71.04,75,76,6.82,RU,1627962222
Altay,47.8667,88.1167,80.98,22,0,6.73,CN,1627962223
Paracale,14.2804,122.7881,92.71,54,98,7.65,PH,1627962223
San Andrés,12.5847,-81.7006,82.42,83,90,6.91,CO,1627962152
Parchim,53.4263,11.8488,57.65,97,14,5.86,DE,1627962223
Manado,1.487,124.8455,92.17,58,75,6.91,ID,1627962224
Mumford,5.2618,-0.759,74.68,91,99,6.91,GH,1627962224
Sitka,57.0531,-135.33,60.69,82,75,3.44,US,1627962224
Komatipoort,-25.4332,31.9548,55.06,93,2,1.5,ZA,1627962225
Balkanabat,39.5108,54.3671,91.78,16,95,8.01,TM,1627962225
Sārangarh,21.6,83.0833,75.9,90,100,6.06,IN,1627962225
Wattegama,6.7989,81.4808,85.12,41,100,5.66,LK,1627962225
Mwense,-10.3845,28.698,55.8,71,1,3.27,ZM,1627962226
La Ronge,55.1001,-105.2842,70.05,56,90,1.14,CA,1627962226
Kloulklubed,7.0419,134.2556,81.1,77,100,13.73,PW,1627962226
Chunskiy,56.0815,99.6342,76.51,45,44,2.39,RU,1627962227
Nekhayevskiy,50.4106,41.7561,81.21,42,31,5.03,RU,1627962227
Härnösand,62.6323,17.9379,53.01,65,7,13.38,SE,1627962227
Kangaatsiaq,68.3065,-53.4641,41.86,94,97,6.67,GL,1627962228
Amberley,39.2048,-84.428,67.17,80,1,0,US,1627962228
Riyadh,24.6877,46.7219,82.54,10,35,1.36,SA,1627962077
Al Bardīyah,31.7561,25.0865,79.27,83,0,15.1,LY,1627962228
Quang Ngai,15.1167,108.8,87.76,56,100,2.42,VN,1627962229
Saryozek,44.3583,77.9753,85.05,14,100,2.46,KZ,1627962229
Leningradskiy,69.3833,178.4167,32.99,99,100,8.7,RU,1627962229
Turinsk,58.0458,63.696,67.96,76,22,5.75,RU,1627962230
Pasni,25.2631,63.471,82.17,80,77,9.51,PK,1627962230
Emerald,-23.5333,148.1667,82.54,17,78,10.36,AU,1627962230
Birsk,55.4211,55.5428,76.89,41,52,7.54,RU,1627962231
Tongliao,43.6125,122.2653,68.23,81,100,3.74,CN,1627962231
Vila Velha,-20.3297,-40.2925,58.95,94,0,2.3,BR,1627962231
Tambo,-14.8,-73.9167,34.43,74,13,3.2,PE,1627962232
Messina,38.1933,15.5497,80.6,62,0,1.01,IT,1627962232
Springbok,-29.6643,17.8865,53.53,26,0,7.54,ZA,1627962232
Juneau,58.3019,-134.4197,66.2,79,75,6.91,US,1627962232
Avaré,-23.0986,-48.9258,50.76,92,0,6.24,BR,1627962233
Mudanya,40.3753,28.8822,77.09,37,0,4.97,TR,1627962233
Kapurthala Town,31.3794,75.3847,84.15,66,38,8.88,IN,1627962233
Fukuechō,32.6881,128.8419,86.36,66,75,9.22,JP,1627962234
Gostinu,44,26.1167,76.77,76,0,4.52,RO,1627962234
Rawson,-43.3002,-65.1023,53.29,56,64,10.76,AR,1627962049
San Fernando del Valle de Catamarca,-28.4696,-65.7852,60.78,39,1,1.01,AR,1627962234
Port Hawkesbury,45.6169,-61.3485,60.82,96,90,4,CA,1627962235
Formosa do Rio Preto,-11.0483,-45.1931,63.5,66,5,3.13,BR,1627962235
Esim,4.8699,-2.2405,75.42,91,97,4.12,GH,1627962235
Kashan,33.9831,51.4364,85.57,16,47,11.77,IR,1627962236
Albuquerque,35.0845,-106.6511,80.08,53,75,3,US,1627962113
Talara,-4.5772,-81.2719,65.07,87,21,12.59,PE,1627962236
Leeton,-34.5667,146.4,52.9,66,75,16.11,AU,1627962236
Makassar,-5.14,119.4221,86.05,54,20,2.3,ID,1627962237
Ulundi,-28.3352,31.4162,53.87,85,68,3.56,ZA,1627962237
Garoowe,8.4054,48.4845,76.89,57,18,26.93,SO,1627962237
Mandiana,10.6333,-8.6833,69.82,96,10,4.23,GN,1627962238
Villa Carlos Paz,-31.4241,-64.4978,53.24,33,0,4.52,AR,1627962238
Arrondissement de Mont-de-Marsan,44,-0.6667,61.11,88,75,2.3,FR,1627962238
Akdepe,42.0551,59.3788,84.29,25,23,12.93,TM,1627962238
Tadine,-21.55,167.8833,70.88,63,1,10.63,NC,1627962239
Ca Mau,9.1769,105.15,88.52,60,95,14.05,VN,1627962226
Coracora,-15.0333,-73.7833,46.17,66,22,0.22,PE,1627962239
Barentu,15.1139,37.5928,69.33,85,100,3.09,ER,1627962239
Bam,29.106,58.357,89.46,10,9,11.79,IR,1627962240
Magadan,59.5667,150.8,58.66,46,14,15.01,RU,1627962240
Bundaberg,-24.85,152.35,79.21,61,2,7,AU,1627962241
Margate,51.3813,1.3862,58.71,84,100,7.56,GB,1627961850
Beïnamar,8.6698,15.3813,69.51,98,100,3.65,TD,1627962241
Coxim,-18.5067,-54.76,67.59,48,5,3.65,BR,1627962241
Eureka,40.8021,-124.1637,56.17,72,42,5.01,US,1627962242
Paamiut,61.994,-49.6678,44.82,93,100,8.37,GL,1627962243
At-Bashi,41.1702,75.8106,66.29,47,15,0.94,KG,1627962243
Zimmi,7.3153,-11.3061,69.13,94,21,1.32,SL,1627962243
Sibolga,1.7427,98.7792,85.51,64,32,4.94,ID,1627962244
Pingzhuang,42.0372,119.2889,78.66,59,28,8.41,CN,1627962244
Marabu,4.4148,114.0089,86.14,66,40,9.22,MY,1627962244
Inongo,-1.95,18.2667,67.6,65,97,6.55,CD,1627962245
Sechura,-5.5569,-80.8222,64.87,82,10,9.57,PE,1627962246
Celestún,20.8667,-90.4,77.5,89,64,13.47,MX,1627962246
Vuktyl,63.8567,57.3094,62.6,84,36,5.97,RU,1627962246
Bafoulabé,13.8065,-10.8321,74.03,93,67,3.11,ML,1627962247
Hidalgo,20.5,-99,62.73,87,98,2.95,MX,1627962247
Young,-32.6833,-57.6333,47.23,87,0,5.7,UY,1627962247
Hazorasp,41.3194,61.0742,80.44,15,3,12.68,UZ,1627962248
Pacific Grove,36.6177,-121.9166,68.63,85,75,3,US,1627962135
Havelock,34.8791,-76.9013,76.95,94,47,8.52,US,1627962039
Bambanglipuro,-7.95,110.2833,79.41,80,91,14.32,ID,1627962248
Aksha,50.2814,113.2867,80.76,39,36,4.92,RU,1627962248
Amga,60.8953,131.9608,65.79,67,98,10.8,RU,1627962249
Ruteng,-8.6136,120.4721,75.04,61,50,1.86,ID,1627962249
Buluang,13.3068,123.3425,86.97,73,99,16.37,PH,1627962249
Nawābganj,24.5911,88.271,88.11,68,96,4.07,BD,1627962250
Menongue,-14.6585,17.691,49.28,56,1,5.23,AO,1627962250
Beaverlodge,55.2166,-119.4361,69.15,75,70,1.68,CA,1627962250
Inhambane,-23.865,35.3833,64.38,88,20,9.57,MZ,1627962251
Garcia Hernandez,9.6144,124.2946,85.46,71,100,15.68,PH,1627962251
Auki,-8.7676,160.7034,82.8,68,86,3.44,SB,1627962251
Forbes,-33.3833,148.0167,51.62,67,83,13.22,AU,1627962251
Qingdao,36.0986,120.3719,85.6,62,75,4.47,CN,1627962252
Kibala,9.1104,18.3463,75.15,88,20,0,TD,1627962252
